track_id,chroma_activations
91083,"C:0.216, C#:0.090, D:0.090, D#:0.137, E:0.048, F:0.030, F#:0.036, G:0.089, G#:0.082, A:0.040, A#:0.083, B:0.060"
91089,"C:0.206, C#:0.090, D:0.061, D#:0.086, E:0.046, F:0.034, F#:0.059, G:0.128, G#:0.093, A:0.052, A#:0.056, B:0.091"
91099,"C:0.107, C#:0.013, D:0.050, D#:0.034, E:0.268, F:0.020, F#:0.038, G:0.163, G#:0.013, A:0.007, A#:0.027, B:0.260"
91126,"C:0.060, C#:0.034, D:0.022, D#:0.035, E:0.065, F:0.309, F#:0.227, G:0.060, G#:0.118, A:0.029, A#:0.021, B:0.020"
91134,"C:0.052, C#:0.012, D:0.013, D#:0.036, E:0.036, F:0.297, F#:0.033, G:0.011, G#:0.030, A:0.064, A#:0.369, B:0.046"
91165,"C:0.019, C#:0.224, D:0.150, D#:0.017, E:0.079, F:0.018, F#:0.110, G:0.061, G#:0.041, A:0.243, A#:0.024, B:0.015"
91168,"C:0.307, C#:0.023, D:0.065, D#:0.014, E:0.174, F:0.011, F#:0.011, G:0.131, G#:0.025, A:0.147, A#:0.025, B:0.066"
91170,"C:0.055, C#:0.100, D:0.095, D#:0.029, E:0.048, F:0.043, F#:0.199, G:0.034, G#:0.030, A:0.095, A#:0.074, B:0.197"
91171,"C:0.230, C#:0.021, D:0.027, D#:0.098, E:0.034, F:0.098, F#:0.028, G:0.171, G#:0.037, A:0.156, A#:0.075, B:0.025"
91172,"C:0.041, C#:0.207, D:0.022, D#:0.057, E:0.106, F:0.040, F#:0.158, G:0.049, G#:0.181, A:0.015, A#:0.014, B:0.111"
91175,"C:0.145, C#:0.254, D:0.089, D#:0.064, E:0.045, F:0.019, F#:0.037, G:0.034, G#:0.088, A:0.032, A#:0.069, B:0.124"
91176,"C:0.254, C#:0.022, D:0.092, D#:0.132, E:0.019, F:0.098, F#:0.018, G:0.171, G#:0.087, A:0.019, A#:0.060, B:0.029"
91205,"C:0.220, C#:0.060, D:0.037, D#:0.034, E:0.037, F:0.043, F#:0.054, G:0.195, G#:0.096, A:0.041, A#:0.089, B:0.093"
91262,"C:0.085, C#:0.020, D:0.020, D#:0.018, E:0.227, F:0.085, F#:0.024, G:0.212, G#:0.119, A:0.063, A#:0.012, B:0.114"
91263,"C:0.014, C#:0.027, D:0.106, D#:0.197, E:0.038, F:0.040, F#:0.140, G:0.242, G#:0.050, A:0.026, A#:0.096, B:0.024"
91264,"C:0.253, C#:0.152, D:0.021, D#:0.010, E:0.021, F:0.182, F#:0.059, G:0.032, G#:0.042, A:0.151, A#:0.049, B:0.027"
91265,"C:0.035, C#:0.035, D:0.073, D#:0.302, E:0.126, F:0.043, F#:0.031, G:0.051, G#:0.025, A:0.035, A#:0.184, B:0.060"
91268,"C:0.086, C#:0.020, D:0.032, D#:0.060, E:0.155, F:0.052, F#:0.138, G:0.215, G#:0.068, A:0.073, A#:0.024, B:0.076"
91272,"C:0.119, C#:0.016, D:0.038, D#:0.027, E:0.083, F:0.246, F#:0.057, G:0.119, G#:0.108, A:0.138, A#:0.027, B:0.023"
91277,"C:0.044, C#:0.006, D:0.007, D#:0.022, E:0.053, F:0.010, F#:0.042, G:0.080, G#:0.166, A:0.436, A#:0.059, B:0.076"
91280,"C:0.021, C#:0.042, D:0.010, D#:0.030, E:0.022, F:0.053, F#:0.291, G:0.040, G#:0.076, A:0.116, A#:0.172, B:0.126"
91281,"C:0.028, C#:0.056, D:0.398, D#:0.044, E:0.043, F:0.110, F#:0.023, G:0.049, G#:0.040, A:0.090, A#:0.073, B:0.045"
91359,"C:0.185, C#:0.094, D:0.213, D#:0.067, E:0.040, F:0.064, F#:0.032, G:0.079, G#:0.032, A:0.101, A#:0.041, B:0.053"
91368,"C:0.027, C#:0.044, D:0.015, D#:0.024, E:0.030, F:0.141, F#:0.079, G:0.053, G#:0.228, A:0.117, A#:0.215, B:0.027"
91370,"C:0.032, C#:0.107, D:0.121, D#:0.031, E:0.046, F:0.020, F#:0.167, G:0.030, G#:0.074, A:0.069, A#:0.031, B:0.273"
91371,"C:0.036, C#:0.050, D:0.039, D#:0.104, E:0.032, F:0.042, F#:0.143, G:0.064, G#:0.168, A:0.076, A#:0.085, B:0.161"
91373,"C:0.070, C#:0.026, D:0.129, D#:0.043, E:0.016, F:0.020, F#:0.051, G:0.253, G#:0.120, A:0.122, A#:0.048, B:0.103"
91374,"C:0.029, C#:0.071, D:0.146, D#:0.051, E:0.072, F:0.027, F#:0.046, G:0.150, G#:0.062, A:0.272, A#:0.046, B:0.029"
91375,"C:0.029, C#:0.054, D:0.013, D#:0.057, E:0.080, F:0.032, F#:0.156, G:0.044, G#:0.173, A:0.071, A#:0.038, B:0.253"
91380,"C:0.009, C#:0.029, D:0.176, D#:0.040, E:0.018, F:0.026, F#:0.379, G:0.088, G#:0.057, A:0.116, A#:0.033, B:0.030"
91381,"C:0.029, C#:0.056, D:0.012, D#:0.141, E:0.219, F:0.039, F#:0.142, G:0.030, G#:0.113, A:0.032, A#:0.027, B:0.159"
91382,"C:0.025, C#:0.172, D:0.015, D#:0.105, E:0.217, F:0.025, F#:0.049, G:0.014, G#:0.084, A:0.111, A#:0.035, B:0.148"
91383,"C:0.023, C#:0.138, D:0.069, D#:0.044, E:0.028, F:0.073, F#:0.129, G:0.041, G#:0.185, A:0.115, A#:0.109, B:0.046"
91384,"C:0.227, C#:0.091, D:0.037, D#:0.020, E:0.042, F:0.181, F#:0.073, G:0.158, G#:0.064, A:0.039, A#:0.042, B:0.027"
91386,"C:0.159, C#:0.073, D:0.070, D#:0.030, E:0.020, F:0.051, F#:0.032, G:0.252, G#:0.086, A:0.135, A#:0.052, B:0.040"
91388,"C:0.019, C#:0.370, D:0.114, D#:0.024, E:0.101, F:0.029, F#:0.060, G:0.015, G#:0.076, A:0.117, A#:0.051, B:0.024"
91389,"C:0.047, C#:0.086, D:0.033, D#:0.058, E:0.039, F:0.103, F#:0.045, G:0.033, G#:0.209, A:0.087, A#:0.207, B:0.054"
91390,"C:0.017, C#:0.193, D:0.040, D#:0.030, E:0.124, F:0.036, F#:0.153, G:0.023, G#:0.082, A:0.200, A#:0.027, B:0.074"
91391,"C:0.404, C#:0.023, D:0.088, D#:0.008, E:0.036, F:0.148, F#:0.015, G:0.045, G#:0.012, A:0.185, A#:0.013, B:0.023"
91393,"C:0.040, C#:0.131, D:0.041, D#:0.102, E:0.052, F:0.122, F#:0.213, G:0.040, G#:0.080, A:0.039, A#:0.054, B:0.085"
91394,"C:0.048, C#:0.201, D:0.077, D#:0.074, E:0.094, F:0.022, F#:0.025, G:0.023, G#:0.167, A:0.158, A#:0.045, B:0.066"
91395,"C:0.031, C#:0.091, D:0.046, D#:0.119, E:0.063, F:0.055, F#:0.173, G:0.082, G#:0.127, A:0.114, A#:0.057, B:0.043"
91398,"C:0.060, C#:0.028, D:0.045, D#:0.201, E:0.079, F:0.066, F#:0.041, G:0.105, G#:0.098, A:0.050, A#:0.163, B:0.064"
91436,"C:0.166, C#:0.109, D:0.130, D#:0.057, E:0.104, F:0.073, F#:0.032, G:0.046, G#:0.049, A:0.074, A#:0.060, B:0.099"
91440,"C:0.040, C#:0.060, D:0.105, D#:0.148, E:0.244, F:0.090, F#:0.083, G:0.065, G#:0.042, A:0.051, A#:0.035, B:0.038"
91457,"C:0.090, C#:0.069, D:0.095, D#:0.026, E:0.020, F:0.049, F#:0.154, G:0.318, G#:0.099, A:0.027, A#:0.013, B:0.039"
91472,"C:0.040, C#:0.066, D:0.045, D#:0.148, E:0.048, F:0.060, F#:0.168, G:0.073, G#:0.079, A:0.046, A#:0.099, B:0.129"
91473,"C:0.023, C#:0.144, D:0.029, D#:0.032, E:0.027, F:0.088, F#:0.290, G:0.101, G#:0.088, A:0.051, A#:0.108, B:0.020"
91474,"C:0.060, C#:0.072, D:0.043, D#:0.099, E:0.090, F:0.050, F#:0.126, G:0.046, G#:0.057, A:0.054, A#:0.099, B:0.202"
91476,"C:0.018, C#:0.033, D:0.101, D#:0.099, E:0.421, F:0.093, F#:0.051, G:0.088, G#:0.019, A:0.013, A#:0.009, B:0.056"
91477,"C:0.085, C#:0.049, D:0.074, D#:0.059, E:0.208, F:0.057, F#:0.069, G:0.106, G#:0.037, A:0.111, A#:0.043, B:0.102"
91479,"C:0.032, C#:0.063, D:0.126, D#:0.055, E:0.191, F:0.038, F#:0.073, G:0.128, G#:0.048, A:0.070, A#:0.035, B:0.140"
91480,"C:0.034, C#:0.094, D:0.137, D#:0.055, E:0.132, F:0.040, F#:0.145, G:0.080, G#:0.042, A:0.101, A#:0.024, B:0.116"
91482,"C:0.030, C#:0.109, D:0.034, D#:0.054, E:0.218, F:0.071, F#:0.176, G:0.049, G#:0.081, A:0.075, A#:0.032, B:0.073"
91483,"C:0.107, C#:0.126, D:0.094, D#:0.093, E:0.063, F:0.046, F#:0.097, G:0.051, G#:0.041, A:0.057, A#:0.070, B:0.154"
91494,"C:0.016, C#:0.189, D:0.031, D#:0.034, E:0.153, F:0.007, F#:0.075, G:0.058, G#:0.106, A:0.265, A#:0.021, B:0.044"
91574,"C:0.019, C#:0.037, D:0.198, D#:0.035, E:0.068, F:0.022, F#:0.120, G:0.053, G#:0.011, A:0.044, A#:0.027, B:0.366"
91575,"C:0.025, C#:0.261, D:0.022, D#:0.021, E:0.017, F:0.038, F#:0.369, G:0.036, G#:0.160, A:0.038, A#:0.006, B:0.006"
91598,"C:0.053, C#:0.039, D:0.094, D#:0.027, E:0.021, F:0.028, F#:0.046, G:0.202, G#:0.068, A:0.115, A#:0.196, B:0.111"
91600,"C:0.138, C#:0.056, D:0.105, D#:0.047, E:0.030, F:0.024, F#:0.032, G:0.264, G#:0.117, A:0.041, A#:0.024, B:0.121"
91601,"C:0.030, C#:0.086, D:0.161, D#:0.073, E:0.184, F:0.049, F#:0.112, G:0.067, G#:0.048, A:0.113, A#:0.026, B:0.052"
91709,"C:0.152, C#:0.126, D:0.136, D#:0.078, E:0.056, F:0.119, F#:0.057, G:0.109, G#:0.037, A:0.032, A#:0.039, B:0.058"
91711,"C:0.141, C#:0.127, D:0.203, D#:0.087, E:0.075, F:0.070, F#:0.040, G:0.052, G#:0.037, A:0.046, A#:0.049, B:0.071"
91713,"C:0.040, C#:0.079, D:0.024, D#:0.067, E:0.186, F:0.040, F#:0.078, G:0.029, G#:0.152, A:0.085, A#:0.035, B:0.185"
91714,"C:0.192, C#:0.059, D:0.075, D#:0.023, E:0.034, F:0.015, F#:0.074, G:0.081, G#:0.040, A:0.092, A#:0.070, B:0.244"
91716,"C:0.051, C#:0.042, D:0.056, D#:0.029, E:0.052, F:0.054, F#:0.121, G:0.118, G#:0.094, A:0.125, A#:0.104, B:0.153"
91717,"C:0.159, C#:0.084, D:0.074, D#:0.032, E:0.059, F:0.035, F#:0.088, G:0.118, G#:0.048, A:0.061, A#:0.059, B:0.181"
91724,"C:0.016, C#:0.032, D:0.158, D#:0.025, E:0.067, F:0.037, F#:0.172, G:0.170, G#:0.085, A:0.139, A#:0.034, B:0.066"
91725,"C:0.055, C#:0.089, D:0.032, D#:0.059, E:0.131, F:0.051, F#:0.100, G:0.081, G#:0.164, A:0.117, A#:0.055, B:0.067"
91726,"C:0.097, C#:0.024, D:0.080, D#:0.021, E:0.108, F:0.040, F#:0.124, G:0.273, G#:0.054, A:0.125, A#:0.029, B:0.025"
91728,"C:0.074, C#:0.054, D:0.086, D#:0.041, E:0.095, F:0.175, F#:0.090, G:0.107, G#:0.068, A:0.110, A#:0.062, B:0.036"
91731,"C:0.009, C#:0.005, D:0.089, D#:0.035, E:0.175, F:0.018, F#:0.049, G:0.426, G#:0.037, A:0.058, A#:0.020, B:0.078"
91732,"C:0.126, C#:0.035, D:0.104, D#:0.072, E:0.063, F:0.083, F#:0.072, G:0.180, G#:0.061, A:0.055, A#:0.118, B:0.030"
91733,"C:0.117, C#:0.015, D:0.026, D#:0.049, E:0.255, F:0.033, F#:0.016, G:0.020, G#:0.069, A:0.027, A#:0.045, B:0.329"
91734,"C:0.083, C#:0.026, D:0.022, D#:0.100, E:0.235, F:0.033, F#:0.041, G:0.055, G#:0.021, A:0.112, A#:0.032, B:0.240"
91735,"C:0.156, C#:0.387, D:0.024, D#:0.014, E:0.309, F:0.011, F#:0.005, G:0.009, G#:0.016, A:0.004, A#:0.007, B:0.057"
91736,"C:0.075, C#:0.033, D:0.028, D#:0.052, E:0.052, F:0.217, F#:0.056, G:0.062, G#:0.140, A:0.086, A#:0.159, B:0.040"
91738,"C:0.099, C#:0.057, D:0.046, D#:0.068, E:0.050, F:0.056, F#:0.158, G:0.119, G#:0.086, A:0.051, A#:0.060, B:0.150"
91739,"C:0.136, C#:0.040, D:0.041, D#:0.066, E:0.222, F:0.209, F#:0.042, G:0.060, G#:0.089, A:0.018, A#:0.018, B:0.058"
91823,"C:0.052, C#:0.167, D:0.051, D#:0.142, E:0.089, F:0.033, F#:0.099, G:0.026, G#:0.093, A:0.025, A#:0.108, B:0.115"
91824,"C:0.034, C#:0.070, D:0.124, D#:0.063, E:0.113, F:0.047, F#:0.090, G:0.047, G#:0.046, A:0.166, A#:0.092, B:0.107"
91826,"C:0.063, C#:0.128, D:0.198, D#:0.055, E:0.090, F:0.043, F#:0.040, G:0.110, G#:0.051, A:0.113, A#:0.046, B:0.064"
91828,"C:0.047, C#:0.028, D:0.097, D#:0.021, E:0.064, F:0.019, F#:0.068, G:0.318, G#:0.040, A:0.144, A#:0.019, B:0.135"
91830,"C:0.107, C#:0.068, D:0.080, D#:0.035, E:0.153, F:0.054, F#:0.081, G:0.022, G#:0.060, A:0.147, A#:0.048, B:0.146"
91840,"C:0.078, C#:0.057, D:0.095, D#:0.048, E:0.102, F:0.124, F#:0.041, G:0.095, G#:0.076, A:0.146, A#:0.075, B:0.062"
91844,"C:0.124, C#:0.024, D:0.044, D#:0.129, E:0.074, F:0.179, F#:0.039, G:0.108, G#:0.170, A:0.027, A#:0.057, B:0.023"
91849,"C:0.074, C#:0.045, D:0.071, D#:0.060, E:0.079, F:0.084, F#:0.053, G:0.103, G#:0.063, A:0.224, A#:0.053, B:0.090"
91850,"C:0.086, C#:0.065, D:0.199, D#:0.081, E:0.068, F:0.138, F#:0.059, G:0.068, G#:0.035, A:0.079, A#:0.078, B:0.044"
91851,"C:0.088, C#:0.060, D:0.180, D#:0.054, E:0.081, F:0.162, F#:0.053, G:0.048, G#:0.043, A:0.098, A#:0.091, B:0.043"
91886,"C:0.098, C#:0.060, D:0.091, D#:0.044, E:0.100, F:0.053, F#:0.042, G:0.090, G#:0.051, A:0.156, A#:0.083, B:0.132"
91891,"C:0.042, C#:0.046, D:0.087, D#:0.106, E:0.270, F:0.035, F#:0.113, G:0.151, G#:0.009, A:0.011, A#:0.033, B:0.095"
91965,"C:0.160, C#:0.030, D:0.047, D#:0.022, E:0.250, F:0.180, F#:0.029, G:0.032, G#:0.021, A:0.166, A#:0.019, B:0.045"
91968,"C:0.215, C#:0.080, D:0.134, D#:0.027, E:0.127, F:0.115, F#:0.011, G:0.128, G#:0.009, A:0.062, A#:0.006, B:0.086"
91969,"C:0.093, C#:0.047, D:0.080, D#:0.070, E:0.085, F:0.097, F#:0.094, G:0.176, G#:0.061, A:0.041, A#:0.030, B:0.127"
92023,"C:0.036, C#:0.047, D:0.029, D#:0.060, E:0.136, F:0.061, F#:0.137, G:0.094, G#:0.110, A:0.102, A#:0.058, B:0.130"
92025,"C:0.064, C#:0.078, D:0.033, D#:0.057, E:0.071, F:0.053, F#:0.100, G:0.046, G#:0.062, A:0.078, A#:0.168, B:0.191"
92026,"C:0.022, C#:0.037, D:0.125, D#:0.043, E:0.099, F:0.042, F#:0.087, G:0.124, G#:0.097, A:0.184, A#:0.059, B:0.080"
92027,"C:0.098, C#:0.109, D:0.131, D#:0.082, E:0.103, F:0.042, F#:0.034, G:0.023, G#:0.038, A:0.061, A#:0.101, B:0.180"
92028,"C:0.045, C#:0.062, D:0.124, D#:0.104, E:0.163, F:0.074, F#:0.075, G:0.096, G#:0.052, A:0.056, A#:0.058, B:0.090"
92031,"C:0.034, C#:0.032, D:0.036, D#:0.085, E:0.182, F:0.041, F#:0.039, G:0.039, G#:0.130, A:0.189, A#:0.091, B:0.103"
92032,"C:0.038, C#:0.040, D:0.101, D#:0.046, E:0.085, F:0.041, F#:0.067, G:0.122, G#:0.091, A:0.163, A#:0.089, B:0.119"
92033,"C:0.036, C#:0.074, D:0.165, D#:0.045, E:0.057, F:0.045, F#:0.094, G:0.183, G#:0.082, A:0.128, A#:0.048, B:0.042"
92150,"C:0.106, C#:0.027, D:0.049, D#:0.186, E:0.050, F:0.111, F#:0.031, G:0.081, G#:0.117, A:0.042, A#:0.160, B:0.040"
92151,"C:0.120, C#:0.033, D:0.080, D#:0.025, E:0.093, F:0.032, F#:0.141, G:0.144, G#:0.047, A:0.156, A#:0.040, B:0.090"
92152,"C:0.064, C#:0.013, D:0.157, D#:0.011, E:0.059, F:0.019, F#:0.126, G:0.150, G#:0.032, A:0.143, A#:0.030, B:0.195"
92153,"C:0.041, C#:0.013, D:0.084, D#:0.347, E:0.043, F:0.096, F#:0.020, G:0.151, G#:0.095, A:0.016, A#:0.081, B:0.013"
92154,"C:0.109, C#:0.018, D:0.143, D#:0.015, E:0.037, F:0.032, F#:0.088, G:0.220, G#:0.031, A:0.106, A#:0.019, B:0.181"
92155,"C:0.079, C#:0.028, D:0.133, D#:0.157, E:0.056, F:0.100, F#:0.049, G:0.207, G#:0.039, A:0.043, A#:0.086, B:0.024"
92156,"C:0.032, C#:0.064, D:0.129, D#:0.071, E:0.154, F:0.069, F#:0.124, G:0.074, G#:0.048, A:0.113, A#:0.048, B:0.074"
92157,"C:0.019, C#:0.033, D:0.011, D#:0.045, E:0.238, F:0.044, F#:0.127, G:0.059, G#:0.100, A:0.150, A#:0.032, B:0.144"
92158,"C:0.066, C#:0.330, D:0.057, D#:0.134, E:0.037, F:0.119, F#:0.098, G:0.020, G#:0.111, A:0.011, A#:0.008, B:0.008"
92159,"C:0.115, C#:0.043, D:0.052, D#:0.052, E:0.174, F:0.159, F#:0.087, G:0.127, G#:0.046, A:0.055, A#:0.029, B:0.060"
92160,"C:0.174, C#:0.019, D:0.027, D#:0.017, E:0.100, F:0.087, F#:0.088, G:0.200, G#:0.044, A:0.154, A#:0.023, B:0.067"
92161,"C:0.036, C#:0.071, D:0.023, D#:0.040, E:0.192, F:0.035, F#:0.112, G:0.034, G#:0.086, A:0.195, A#:0.046, B:0.130"
92162,"C:0.026, C#:0.066, D:0.029, D#:0.039, E:0.136, F:0.035, F#:0.147, G:0.043, G#:0.094, A:0.214, A#:0.038, B:0.133"
92176,"C:0.084, C#:0.083, D:0.175, D#:0.055, E:0.069, F:0.088, F#:0.037, G:0.101, G#:0.047, A:0.164, A#:0.062, B:0.035"
92177,"C:0.024, C#:0.053, D:0.198, D#:0.032, E:0.041, F:0.017, F#:0.072, G:0.168, G#:0.056, A:0.234, A#:0.032, B:0.073"
92178,"C:0.048, C#:0.074, D:0.127, D#:0.021, E:0.083, F:0.025, F#:0.239, G:0.062, G#:0.043, A:0.135, A#:0.025, B:0.118"
92179,"C:0.202, C#:0.009, D:0.010, D#:0.012, E:0.093, F:0.337, F#:0.019, G:0.098, G#:0.018, A:0.081, A#:0.101, B:0.020"
92180,"C:0.090, C#:0.021, D:0.060, D#:0.107, E:0.115, F:0.104, F#:0.056, G:0.209, G#:0.037, A:0.043, A#:0.046, B:0.110"
92181,"C:0.083, C#:0.013, D:0.031, D#:0.071, E:0.029, F:0.012, F#:0.086, G:0.113, G#:0.034, A:0.129, A#:0.038, B:0.361"
92182,"C:0.227, C#:0.066, D:0.101, D#:0.032, E:0.070, F:0.082, F#:0.028, G:0.092, G#:0.035, A:0.084, A#:0.050, B:0.133"
92183,"C:0.079, C#:0.016, D:0.129, D#:0.018, E:0.048, F:0.016, F#:0.048, G:0.264, G#:0.067, A:0.180, A#:0.030, B:0.103"
92184,"C:0.023, C#:0.011, D:0.115, D#:0.108, E:0.036, F:0.229, F#:0.052, G:0.081, G#:0.036, A:0.100, A#:0.192, B:0.018"
92185,"C:0.132, C#:0.030, D:0.044, D#:0.030, E:0.115, F:0.086, F#:0.074, G:0.122, G#:0.109, A:0.100, A#:0.039, B:0.120"
92187,"C:0.053, C#:0.021, D:0.188, D#:0.017, E:0.040, F:0.028, F#:0.079, G:0.273, G#:0.041, A:0.113, A#:0.023, B:0.126"
92325,"C:0.104, C#:0.055, D:0.069, D#:0.073, E:0.174, F:0.069, F#:0.058, G:0.124, G#:0.056, A:0.055, A#:0.061, B:0.102"
92375,"C:0.056, C#:0.172, D:0.069, D#:0.029, E:0.067, F:0.053, F#:0.193, G:0.058, G#:0.052, A:0.081, A#:0.064, B:0.107"
92379,"C:0.079, C#:0.066, D:0.034, D#:0.202, E:0.043, F:0.027, F#:0.046, G:0.045, G#:0.129, A:0.078, A#:0.061, B:0.190"
92380,"C:0.115, C#:0.051, D:0.091, D#:0.060, E:0.095, F:0.158, F#:0.066, G:0.086, G#:0.050, A:0.091, A#:0.089, B:0.047"
92381,"C:0.060, C#:0.103, D:0.048, D#:0.097, E:0.142, F:0.071, F#:0.144, G:0.040, G#:0.035, A:0.022, A#:0.060, B:0.176"
92397,"C:0.048, C#:0.020, D:0.054, D#:0.056, E:0.212, F:0.058, F#:0.086, G:0.169, G#:0.056, A:0.149, A#:0.028, B:0.064"
92401,"C:0.068, C#:0.084, D:0.052, D#:0.127, E:0.052, F:0.057, F#:0.067, G:0.029, G#:0.042, A:0.052, A#:0.171, B:0.198"
92423,"C:0.115, C#:0.044, D:0.133, D#:0.101, E:0.045, F:0.084, F#:0.054, G:0.224, G#:0.044, A:0.044, A#:0.079, B:0.034"
92463,"C:0.161, C#:0.044, D:0.046, D#:0.030, E:0.109, F:0.061, F#:0.109, G:0.245, G#:0.066, A:0.035, A#:0.027, B:0.067"
92517,"C:0.111, C#:0.028, D:0.078, D#:0.054, E:0.161, F:0.067, F#:0.104, G:0.083, G#:0.080, A:0.138, A#:0.028, B:0.067"
92596,"C:0.209, C#:0.022, D:0.140, D#:0.016, E:0.018, F:0.244, F#:0.029, G:0.204, G#:0.042, A:0.061, A#:0.008, B:0.007"
92597,"C:0.009, C#:0.264, D:0.011, D#:0.138, E:0.005, F:0.017, F#:0.309, G:0.013, G#:0.109, A:0.009, A#:0.109, B:0.005"
92598,"C:0.138, C#:0.050, D:0.061, D#:0.128, E:0.090, F:0.142, F#:0.048, G:0.072, G#:0.109, A:0.038, A#:0.058, B:0.065"
92719,"C:0.158, C#:0.065, D:0.036, D#:0.161, E:0.029, F:0.039, F#:0.018, G:0.125, G#:0.255, A:0.033, A#:0.062, B:0.019"
92720,"C:0.029, C#:0.122, D:0.034, D#:0.079, E:0.157, F:0.047, F#:0.165, G:0.044, G#:0.095, A:0.145, A#:0.032, B:0.050"
92721,"C:0.199, C#:0.015, D:0.023, D#:0.009, E:0.064, F:0.331, F#:0.034, G:0.093, G#:0.016, A:0.060, A#:0.131, B:0.025"
92722,"C:0.018, C#:0.191, D:0.014, D#:0.063, E:0.253, F:0.021, F#:0.026, G:0.014, G#:0.184, A:0.046, A#:0.013, B:0.157"
92723,"C:0.125, C#:0.062, D:0.101, D#:0.029, E:0.205, F:0.040, F#:0.060, G:0.194, G#:0.019, A:0.095, A#:0.015, B:0.057"
92725,"C:0.051, C#:0.020, D:0.075, D#:0.067, E:0.181, F:0.187, F#:0.035, G:0.131, G#:0.063, A:0.117, A#:0.047, B:0.027"
92726,"C:0.081, C#:0.033, D:0.085, D#:0.143, E:0.035, F:0.040, F#:0.067, G:0.131, G#:0.091, A:0.042, A#:0.221, B:0.032"
92727,"C:0.163, C#:0.010, D:0.016, D#:0.031, E:0.042, F:0.283, F#:0.037, G:0.102, G#:0.029, A:0.146, A#:0.124, B:0.018"
92728,"C:0.140, C#:0.164, D:0.017, D#:0.082, E:0.027, F:0.216, F#:0.107, G:0.027, G#:0.045, A:0.032, A#:0.125, B:0.020"
92759,"C:0.143, C#:0.052, D:0.040, D#:0.046, E:0.115, F:0.100, F#:0.046, G:0.041, G#:0.026, A:0.077, A#:0.152, B:0.163"
92761,"C:0.140, C#:0.105, D:0.148, D#:0.120, E:0.162, F:0.075, F#:0.031, G:0.023, G#:0.017, A:0.022, A#:0.057, B:0.099"
92762,"C:0.044, C#:0.065, D:0.087, D#:0.053, E:0.034, F:0.054, F#:0.149, G:0.233, G#:0.132, A:0.050, A#:0.056, B:0.045"
92765,"C:0.067, C#:0.027, D:0.038, D#:0.030, E:0.038, F:0.025, F#:0.069, G:0.116, G#:0.087, A:0.149, A#:0.147, B:0.207"
92824,"C:0.051, C#:0.033, D:0.117, D#:0.157, E:0.032, F:0.025, F#:0.046, G:0.256, G#:0.077, A:0.052, A#:0.114, B:0.038"
92867,"C:0.082, C#:0.049, D:0.053, D#:0.091, E:0.103, F:0.199, F#:0.089, G:0.074, G#:0.088, A:0.056, A#:0.062, B:0.053"
92947,"C:0.355, C#:0.099, D:0.031, D#:0.031, E:0.017, F:0.016, F#:0.023, G:0.127, G#:0.119, A:0.090, A#:0.042, B:0.049"
92949,"C:0.118, C#:0.024, D:0.048, D#:0.107, E:0.139, F:0.152, F#:0.041, G:0.175, G#:0.110, A:0.021, A#:0.023, B:0.044"
92950,"C:0.383, C#:0.068, D:0.019, D#:0.043, E:0.051, F:0.049, F#:0.089, G:0.196, G#:0.018, A:0.008, A#:0.017, B:0.058"
92952,"C:0.147, C#:0.032, D:0.075, D#:0.079, E:0.055, F:0.183, F#:0.066, G:0.130, G#:0.110, A:0.040, A#:0.062, B:0.021"
92954,"C:0.231, C#:0.052, D:0.109, D#:0.095, E:0.049, F:0.107, F#:0.034, G:0.052, G#:0.040, A:0.042, A#:0.129, B:0.062"
92955,"C:0.044, C#:0.033, D:0.187, D#:0.142, E:0.031, F:0.070, F#:0.032, G:0.123, G#:0.036, A:0.104, A#:0.165, B:0.033"
93024,"C:0.089, C#:0.096, D:0.110, D#:0.058, E:0.031, F:0.025, F#:0.027, G:0.027, G#:0.056, A:0.227, A#:0.150, B:0.104"
93032,"C:0.050, C#:0.123, D:0.152, D#:0.056, E:0.075, F:0.026, F#:0.162, G:0.026, G#:0.090, A:0.152, A#:0.037, B:0.049"
93053,"C:0.040, C#:0.083, D:0.101, D#:0.056, E:0.074, F:0.055, F#:0.083, G:0.111, G#:0.109, A:0.145, A#:0.075, B:0.070"
93055,"C:0.061, C#:0.074, D:0.107, D#:0.124, E:0.181, F:0.073, F#:0.075, G:0.039, G#:0.033, A:0.052, A#:0.062, B:0.120"
93056,"C:0.093, C#:0.051, D:0.051, D#:0.086, E:0.087, F:0.038, F#:0.059, G:0.049, G#:0.069, A:0.097, A#:0.117, B:0.203"
93057,"C:0.062, C#:0.068, D:0.099, D#:0.092, E:0.095, F:0.064, F#:0.090, G:0.050, G#:0.051, A:0.088, A#:0.122, B:0.122"
93058,"C:0.051, C#:0.094, D:0.112, D#:0.084, E:0.097, F:0.047, F#:0.056, G:0.080, G#:0.089, A:0.138, A#:0.078, B:0.073"
93074,"C:0.241, C#:0.036, D:0.105, D#:0.032, E:0.077, F:0.054, F#:0.033, G:0.088, G#:0.048, A:0.181, A#:0.036, B:0.070"
93351,"C:0.149, C#:0.007, D:0.026, D#:0.006, E:0.202, F:0.007, F#:0.006, G:0.020, G#:0.054, A:0.438, A#:0.064, B:0.023"
93360,"C:0.241, C#:0.035, D:0.036, D#:0.096, E:0.210, F:0.137, F#:0.024, G:0.066, G#:0.031, A:0.038, A#:0.020, B:0.065"
